1643023291.004423052  :  (-1.06812   -4.47331),   0
1643023291.212461434  :  (-1.08227   -4.50416),   -2.22045e-16
1643023291.420446597  :  (-1.09238   -4.52956),   0
1643023291.640435311  :  (-1.09922   -4.5493),   0
1643023291.804443166  :  (-1.10372   -4.56438),   -4.44089e-16
1643023292.024389905  :  (-1.10897   -4.58575),   0
1643023292.232655132  :  (-1.11348   -4.60667),   -4.44089e-16
1643023292.616417663  :  (-1.1172   -4.63683),   0
1643023292.824415327  :  (-1.11956   -4.67048),   0
1643023293.000377985  :  (-1.12156   -4.70351),   2.22045e-16
1643023293.216383720  :  (-1.12356   -4.7368),   0
1643023293.424409111  :  (-1.12564   -4.77047),   0
1643023293.595336003  :  (-1.12775   -4.80337),   2.22045e-16
1643023293.812426024  :  (-1.12883   -4.81958),   2.22045e-16
1643023294.594558320  :  (-1.12788   -4.83064),   -2.22045e-16
1643023295.594241660  :  (-1.11999   -4.84009),   -2.22045e-16
1643023296.624573727  :  (-1.10951   -4.84287),   -3.28904e-15
1643023297.608520080  :  (-1.09269   -4.84381),   -1.72085e-15
1643023298.592457913  :  (-1.0828   -4.84615),   -4.44089e-16
1643023299.013874113  :  (-1.07216   -4.85401),   2.22045e-16
1643023299.400471222  :  (-1.05413   -4.87886),   0
1643023299.591990884  :  (-1.04083   -4.9074),   -4.44089e-16
1643023299.828452572  :  (-1.03202   -4.93714),   2.22045e-16
1643023300.036563169  :  (-1.02721   -4.96818),   0
1643023300.196420009  :  (-1.02495   -5.00008),   0
1643023300.391353932  :  (-1.02452   -5.03223),   2.22045e-16
1643023300.596534409  :  (-1.0255   -5.06475),   2.22045e-16
1643023300.800435463  :  (-1.02751   -5.09757),   2.22045e-16
1643023300.990060821  :  (-1.03018   -5.13064),   2.22045e-16
1643023301.232508464  :  (-1.03287   -5.16406),   -2.22045e-16
1643023301.396450250  :  (-1.03519   -5.19715),   0
1643023301.616449929  :  (-1.03684   -5.22986),   0
1643023301.824426082  :  (-1.03731   -5.25651),   0
1643023301.990018217  :  (-1.03689   -5.28278),   0
1643023302.212471280  :  (-1.03609   -5.30263),   -2.22045e-16
1643023302.424566533  :  (-1.03505   -5.31718),   2.22045e-16
1643023302.590049087  :  (-1.03268   -5.33781),   0
1643023302.817445236  :  (-1.02997   -5.35836),   -2.22045e-16
1643023303.024645523  :  (-1.0277   -5.37354),   0
1643023303.191090560  :  (-1.02349   -5.39484),   0
1643023303.408462670  :  (-1.01648   -5.42774),   2.22045e-16
1643023303.612407864  :  (-1.00827   -5.46169),   2.22045e-16
1643023303.788396014  :  (-0.999559   -5.49521),   0
1643023304.000477507  :  (-0.99048   -5.52893),   -2.22045e-16
1643023304.212436290  :  (-0.981783   -5.56131),   0
1643023304.808434524  :  (-0.978194   -5.57268),   -2.22045e-16
1643023306.008400371  :  (-0.969873   -5.58085),   -4.44089e-16
1643023307.408392619  :  (-0.958062   -5.58239),   8.43423e-15
1643023307.588410401  :  (-0.944718   -5.58271),   3.96211e-15
1643023308.008404003  :  (-0.9328   -5.58391),   -6.10623e-16
1643023308.228506907  :  (-0.920449   -5.58628),   -5.55112e-16
1643023308.392453512  :  (-0.909567   -5.58947),   -5.55112e-16
1643023308.828432875  :  (-0.897736   -5.59454),   2.77556e-16
1643023309.185249175  :  (-0.870863   -5.61096),   1.11022e-16
1643023309.424567859  :  (-0.850498   -5.62693),   -1.11022e-16
1643023309.588407467  :  (-0.82821   -5.64784),   -2.22045e-16
1643023309.812503337  :  (-0.806449   -5.67122),   1.11022e-16
1643023310.020414468  :  (-0.785643   -5.69523),   2.22045e-16
1643023310.185198609  :  (-0.767956   -5.71596),   -2.22045e-16
1643023310.404427170  :  (-0.746734   -5.73989),   0
1643023310.612526105  :  (-0.72555   -5.76212),   1.11022e-16
1643023312.192557226  :  (-0.71695   -5.7682),   1.66533e-16
1643023313.004368294  :  (-0.696834   -5.77016),   -3.88578e-16
1643023313.212478403  :  (-0.673893   -5.77357),   -6.10623e-16
1643023313.383468501  :  (-0.65645   -5.77743),   2.22045e-16
1643023313.600434484  :  (-0.644272   -5.78161),   1.66533e-16
1643023313.812421831  :  (-0.627883   -5.78932),   4.44089e-16
1643023313.988505035  :  (-0.603848   -5.80449),   3.33067e-16
1643023314.196414071  :  (-0.584629   -5.82057),   1.11022e-16
1643023314.404427659  :  (-0.563961   -5.84297),   0
1643023314.624455344  :  (-0.544595   -5.86809),   -1.11022e-16
1643023314.784416247  :  (-0.525838   -5.89421),   -1.11022e-16
1643023315.004496033  :  (-0.507174   -5.92055),   0
1643023315.212413939  :  (-0.488531   -5.94722),   -1.11022e-16
1643023315.388410679  :  (-0.469904   -5.97442),   -2.22045e-16
1643023315.596415467  :  (-0.451403   -6.00139),   -1.11022e-16
1643023315.804493240  :  (-0.432442   -6.02857),   0
1643023315.984444882  :  (-0.41327   -6.05565),   -1.11022e-16
1643023316.192423549  :  (-0.393557   -6.08222),   0
1643023316.404404890  :  (-0.372886   -6.10839),   2.22045e-16
1643023316.624520087  :  (-0.35124   -6.13443),   0
1643023316.788428698  :  (-0.328765   -6.16004),   -2.22045e-16
1643023317.008422091  :  (-0.305884   -6.18535),   -2.22045e-16
1643023317.216425482  :  (-0.282192   -6.21031),   1.11022e-16
1643023317.381318018  :  (-0.258068   -6.23485),   -2.22045e-16
1643023317.600434902  :  (-0.233051   -6.25941),   -2.22045e-16
1643023317.808439900  :  (-0.207959   -6.28358),   -1.11022e-16
1643023317.984531275  :  (-0.182957   -6.30717),   2.22045e-16
1643023318.200398725  :  (-0.161555   -6.32711),   -1.11022e-16
1643023318.404405239  :  (-0.137252   -6.34926),   1.11022e-16
1643023318.624466867  :  (-0.120394   -6.36399),   -1.11022e-16
1643023318.788455726  :  (-0.103529   -6.37832),   -2.22045e-16
1643023319.008409659  :  (-0.0861539   -6.39217),   -2.22045e-16
1643023319.216400130  :  (-0.0673864   -6.40666),   1.11022e-16
1643023319.380558144  :  (-0.0404035   -6.42823),   -2.22045e-16
1643023319.600416674  :  (-0.0128921   -6.45157),   0
1643023319.804445677  :  (0.0147957   -6.47549),   0
1643023320.024551166  :  (0.0420591   -6.49899),   -1.11022e-16
1643023320.184518913  :  (0.0683695   -6.5213),   0
1643023320.616378828  :  (0.07811   -6.5292),   -1.11022e-16
1643023321.384416595  :  (0.0892504   -6.53498),   -6.10623e-16
1643023322.188468297  :  (0.0990536   -6.53699),   -1.66533e-15
1643023322.377967172  :  (0.110248   -6.53819),   -1.6237e-15
1643023322.616398034  :  (0.127022   -6.54076),   -1.05471e-15
1643023323.004450845  :  (0.146034   -6.54601),   -1.11022e-16
1643023323.216410745  :  (0.170795   -6.5566),   5.55112e-17
1643023323.380389337  :  (0.197034   -6.57291),   -1.11022e-16
1643023323.600412692  :  (0.220624   -6.59199),   -2.22045e-16
1643023323.812459475  :  (0.24242   -6.61427),   0
1643023323.977538207  :  (0.262543   -6.63829),   -2.22045e-16
1643023324.200461651  :  (0.281235   -6.66366),   -1.11022e-16
1643023324.408632103  :  (0.298832   -6.69047),   0
1643023324.588425345  :  (0.31596   -6.71803),   2.22045e-16
1643023324.792438634  :  (0.332885   -6.74587),   2.22045e-16
1643023325.000399073  :  (0.349811   -6.77401),   2.22045e-16
1643023325.180401420  :  (0.366942   -6.80263),   0
1643023325.392446386  :  (0.380571   -6.82548),   0
1643023325.596489498  :  (0.397783   -6.85454),   -2.22045e-16
1643023325.820561063  :  (0.415064   -6.88381),   0
1643023325.984393617  :  (0.432315   -6.9132),   0
1643023326.176189152  :  (0.449515   -6.94261),   -2.22045e-16
1643023326.412466389  :  (0.467085   -6.97255),   2.22045e-16
1643023326.576339451  :  (0.484382   -7.0021),   -2.22045e-16
1643023326.792415167  :  (0.502192   -7.0321),   0
1643023327.004506089  :  (0.520178   -7.06239),   -2.22045e-16
1643023327.205994966  :  (0.538035   -7.0925),   2.22045e-16
1643023327.376374581  :  (0.556124   -7.12283),   2.22045e-16
1643023327.600472755  :  (0.570773   -7.14736),   2.22045e-16
1643023327.804478921  :  (0.588813   -7.17772),   0
1643023327.978452638  :  (0.606866   -7.20851),   -2.22045e-16
1643023328.200443701  :  (0.625021   -7.23929),   0
1643023328.412421341  :  (0.643266   -7.27002),   2.22045e-16
1643023328.576439463  :  (0.661744   -7.30091),   2.22045e-16
1643023328.796477205  :  (0.680156   -7.33174),   2.22045e-16
1643023329.008423137  :  (0.698681   -7.3628),   0
1643023329.174755660  :  (0.713453   -7.38815),   0
1643023329.392454348  :  (0.73115   -7.41914),   -2.22045e-16
1643023329.600817981  :  (0.749304   -7.45032),   -2.22045e-16
1643023329.780422651  :  (0.764612   -7.47525),   0
1643023329.992485427  :  (0.776898   -7.49433),   0
1643023330.200455923  :  (0.789706   -7.51351),   2.22045e-16
1643023330.374193437  :  (0.802553   -7.53268),   0
1643023330.604441067  :  (0.823023   -7.5615),   1.11022e-16
1643023330.818069894  :  (0.840915   -7.58598),   2.22045e-16
1643023330.980417971  :  (0.862613   -7.61528),   2.22045e-16
1643023331.200391739  :  (0.884328   -7.645),   -1.11022e-16
1643023331.408428026  :  (0.90164   -7.66948),   2.22045e-16
1643023331.574251964  :  (0.911883   -7.68438),   3.33067e-16
1643023332.392418170  :  (0.920666   -7.69385),   -3.33067e-16
1643023333.196511637  :  (0.931526   -7.69808),   -3.33067e-16
